  Time(sec)     RMS      ENVELOPE
    6.1000  0.14537E-04  0.14537E-04
    6.1100  0.14227E-04  0.14281E-04
    6.1200  0.13736E-04  0.14024E-04
    6.1300  0.13238E-04  0.13767E-04
    6.1400  0.12819E-04  0.13511E-04
    6.1500  0.12456E-04  0.13254E-04
    6.1600  0.12080E-04  0.12998E-04
    6.1700  0.11662E-04  0.12741E-04
    6.1800  0.11230E-04  0.12484E-04
    6.1900  0.10853E-04  0.12228E-04
    6.2000  0.10616E-04  0.11971E-04
    6.2100  0.10570E-04  0.11714E-04
    6.2200  0.10688E-04  0.11458E-04
    6.2300  0.10857E-04  0.11201E-04
    6.2400  0.10944E-04  0.10944E-04
    6.2500  0.10900E-04  0.11413E-04
    6.2600  0.10812E-04  0.11881E-04
    6.2700  0.10821E-04  0.12349E-04
    6.2800  0.10983E-04  0.12818E-04
    6.2900  0.11258E-04  0.13286E-04
