  Time(sec)     RMS      ENVELOPE
    2.4200  0.90408E-05  0.18355E-04
    2.4300  0.49740E-05  0.18375E-04
    2.4400  0.86024E-06  0.18394E-04
    2.4500  0.39708E-05  0.18413E-04
    2.4600  0.81770E-05  0.18433E-04
    2.4700  0.11939E-04  0.18452E-04
    2.4800  0.15011E-04  0.18471E-04
    2.4900  0.17205E-04  0.18491E-04
    2.5000  0.18396E-04  0.18510E-04
    2.5100  0.18530E-04  0.18530E-04
    2.5200  0.17622E-04  0.18380E-04
    2.5300  0.15761E-04  0.18230E-04
    2.5400  0.13102E-04  0.18080E-04
    2.5500  0.98885E-05  0.17930E-04
    2.5600  0.65723E-05  0.17781E-04
    2.5700  0.44196E-05  0.17631E-04
    2.5800  0.55709E-05  0.17481E-04
    2.5900  0.85745E-05  0.17331E-04
    2.6000  0.11637E-04  0.17182E-04
    2.6100  0.14168E-04  0.17032E-04
    2.6200  0.15911E-04  0.16882E-04
    2.6300  0.16732E-04  0.16732E-04
    2.6400  0.16591E-04  0.16812E-04
    2.6500  0.15532E-04  0.16892E-04
    2.6600  0.13689E-04  0.16972E-04
    2.6700  0.11281E-04  0.17051E-04
    2.6800  0.86530E-05  0.17131E-04
    2.6900  0.64352E-05  0.17211E-04
    2.7000  0.57749E-05  0.17291E-04
    2.7100  0.71930E-05  0.17370E-04
    2.7200  0.96244E-05  0.17450E-04
    2.7300  0.12176E-04  0.17530E-04
    2.7400  0.14440E-04  0.17609E-04
    2.7500  0.16210E-04  0.17689E-04
    2.7600  0.17367E-04  0.17769E-04
    2.7700  0.17849E-04  0.17849E-04
    2.7800  0.17631E-04  0.17688E-04
    2.7900  0.16726E-04  0.17527E-04
    2.8000  0.15174E-04  0.17366E-04
    2.8100  0.13048E-04  0.17205E-04
    2.8200  0.10449E-04  0.17044E-04
    2.8300  0.75381E-05  0.16883E-04
    2.8400  0.47047E-05  0.16723E-04
    2.8500  0.34298E-05  0.16562E-04
    2.8600  0.53314E-05  0.16401E-04
    2.8700  0.83182E-05  0.16240E-04
    2.8800  0.11174E-04  0.16079E-04
    2.8900  0.13474E-04  0.15918E-04
    2.9000  0.14986E-04  0.15757E-04
    2.9100  0.15597E-04  0.15597E-04
    2.9200  0.15305E-04  0.15359E-04
    2.9300  0.14219E-04  0.15121E-04
    2.9400  0.12518E-04  0.14883E-04
    2.9500  0.10425E-04  0.14645E-04
    2.9600  0.81688E-05  0.14407E-04
    2.9700  0.59733E-05  0.14169E-04
    2.9800  0.40458E-05  0.13931E-04
    2.9900  0.25527E-05  0.13693E-04
    3.0000  0.15471E-05  0.13455E-04
    3.0100  0.86871E-06  0.13217E-04
    3.0200  0.39388E-06  0.12979E-04
    3.0300  0.10460E-05  0.12742E-04
    3.0400  0.22844E-05  0.12504E-04
    3.0500  0.37741E-05  0.12266E-04
    3.0600  0.53912E-05  0.12028E-04
    3.0700  0.70098E-05  0.11790E-04
    3.0800  0.84923E-05  0.11552E-04
    3.0900  0.96984E-05  0.11314E-04
    3.1000  0.10507E-04  0.11076E-04
    3.1100  0.10838E-04  0.10838E-04
    3.1200  0.10667E-04  0.11179E-04
    3.1300  0.10019E-04  0.11520E-04
    3.1400  0.89548E-05  0.11862E-04
    3.1500  0.75493E-05  0.12203E-04
    3.1600  0.58727E-05  0.12544E-04
    3.1700  0.39832E-05  0.12885E-04
    3.1800  0.19557E-05  0.13226E-04
    3.1900  0.84524E-06  0.13567E-04
    3.2000  0.28935E-05  0.13908E-04
    3.2100  0.52500E-05  0.14249E-04
    3.2200  0.75791E-05  0.14590E-04
    3.2300  0.97719E-05  0.14931E-04
    3.2400  0.11747E-04  0.15272E-04
    3.2500  0.13447E-04  0.15614E-04
    3.2600  0.14841E-04  0.15955E-04
    3.2700  0.15925E-04  0.16296E-04
    3.2800  0.16713E-04  0.16637E-04
    3.2900  0.17238E-04  0.16978E-04
    3.3000  0.17538E-04  0.17319E-04
    3.3100  0.17660E-04  0.17660E-04
    3.3200  0.17646E-04  0.17662E-04
    3.3300  0.17526E-04  0.17665E-04
    3.3400  0.17302E-04  0.17667E-04
    3.3500  0.16954E-04  0.17669E-04
    3.3600  0.16462E-04  0.17671E-04
    3.3700  0.15825E-04  0.17674E-04
    3.3800  0.15072E-04  0.17676E-04
    3.3900  0.14235E-04  0.17678E-04
    3.4000  0.13339E-04  0.17681E-04
    3.4100  0.12388E-04  0.17683E-04
    3.4200  0.11379E-04  0.17685E-04
    3.4300  0.10327E-04  0.17687E-04
    3.4400  0.92760E-05  0.17690E-04
    3.4500  0.83038E-05  0.17692E-04
    3.4600  0.74997E-05  0.17694E-04
    3.4700  0.69385E-05  0.17696E-04
    3.4800  0.66556E-05  0.17699E-04
    3.4900  0.66422E-05  0.17701E-04
    3.5000  0.68574E-05  0.17703E-04
    3.5100  0.72404E-05  0.17706E-04
    3.5200  0.77160E-05  0.17708E-04
    3.5300  0.82012E-05  0.17710E-04
    3.5400  0.86238E-05  0.17712E-04
    3.5500  0.89517E-05  0.17715E-04
    3.5600  0.92206E-05  0.17717E-04
    3.5700  0.95409E-05  0.17719E-04
    3.5800  0.10059E-04  0.17721E-04
    3.5900  0.10881E-04  0.17724E-04
    3.6000  0.12001E-04  0.17726E-04
    3.6100  0.13309E-04  0.17728E-04
    3.6200  0.14646E-04  0.17731E-04
    3.6300  0.15857E-04  0.17733E-04
    3.6400  0.16824E-04  0.17735E-04
    3.6500  0.17465E-04  0.17737E-04
    3.6600  0.17740E-04  0.17740E-04
    3.6700  0.17648E-04  0.17410E-04
    3.6800  0.17226E-04  0.17080E-04
    3.6900  0.16546E-04  0.16751E-04
    3.7000  0.15704E-04  0.16421E-04
    3.7100  0.14810E-04  0.16092E-04
    3.7200  0.13948E-04  0.15762E-04
    3.7300  0.13169E-04  0.15432E-04
    3.7400  0.12481E-04  0.15103E-04
    3.7500  0.11862E-04  0.14773E-04
    3.7600  0.11286E-04  0.14443E-04
    3.7700  0.10732E-04  0.14114E-04
    3.7800  0.10190E-04  0.13784E-04
    3.7900  0.96547E-05  0.13455E-04
    3.8000  0.91098E-05  0.13125E-04
    3.8100  0.85322E-05  0.12795E-04
    3.8200  0.79087E-05  0.12466E-04
    3.8300  0.72579E-05  0.12136E-04
    3.8400  0.66500E-05  0.11807E-04
    3.8500  0.62124E-05  0.11477E-04
    3.8600  0.60962E-05  0.11147E-04
    3.8700  0.63825E-05  0.10818E-04
    3.8800  0.70032E-05  0.10488E-04
    3.8900  0.77774E-05  0.10158E-04
    3.9000  0.85002E-05  0.98289E-05
    3.9100  0.90015E-05  0.94993E-05
    3.9200  0.91696E-05  0.91696E-05
    3.9300  0.89560E-05  0.92606E-05
    3.9400  0.83708E-05  0.93515E-05
    3.9500  0.74817E-05  0.94424E-05
    3.9600  0.64203E-05  0.95334E-05
    3.9700  0.54068E-05  0.96243E-05
    3.9800  0.47751E-05  0.97152E-05
    3.9900  0.48492E-05  0.98062E-05
    4.0000  0.56150E-05  0.98971E-05
    4.0100  0.67519E-05  0.99880E-05
    4.0200  0.79553E-05  0.10079E-04
    4.0300  0.90286E-05  0.10170E-04
    4.0400  0.98482E-05  0.10261E-04
    4.0500  0.10335E-04  0.10352E-04
    4.0600  0.10443E-04  0.10443E-04
    4.0700  0.10160E-04  0.97550E-05
    4.0800  0.95060E-05  0.90674E-05
    4.0900  0.85320E-05  0.83798E-05
    4.1000  0.73194E-05  0.76921E-05
    4.1100  0.59804E-05  0.70045E-05
    4.1200  0.46609E-05  0.63168E-05
    4.1300  0.35492E-05  0.56292E-05
    4.1400  0.28665E-05  0.49415E-05
    4.1500  0.27035E-05  0.42539E-05
    4.1600  0.28214E-05  0.35663E-05
    4.1700  0.28786E-05  0.28786E-05
    4.1800  0.26663E-05  0.36585E-05
    4.1900  0.20999E-05  0.44384E-05
    4.2000  0.11719E-05  0.52182E-05
    4.2100  0.22976E-06  0.59981E-05
    4.2200  0.16854E-05  0.67780E-05
    4.2300  0.34496E-05  0.75579E-05
    4.2400  0.53413E-05  0.83377E-05
    4.2500  0.72495E-05  0.91176E-05
    4.2600  0.90533E-05  0.98975E-05
    4.2700  0.10630E-04  0.10677E-04
    4.2800  0.11867E-04  0.11457E-04
    4.2900  0.12679E-04  0.12237E-04
    4.3000  0.13017E-04  0.13017E-04
    4.3100  0.12871E-04  0.12876E-04
    4.3200  0.12279E-04  0.12736E-04
    4.3300  0.11320E-04  0.12595E-04
    4.3400  0.10130E-04  0.12455E-04
    4.3500  0.89032E-05  0.12314E-04
    4.3600  0.78965E-05  0.12174E-04
    4.3700  0.73725E-05  0.12033E-04
    4.3800  0.74499E-05  0.11892E-04
    4.3900  0.80089E-05  0.11752E-04
    4.4000  0.88049E-05  0.11611E-04
    4.4100  0.96232E-05  0.11471E-04
    4.4200  0.10322E-04  0.11330E-04
    4.4300  0.10815E-04  0.11189E-04
    4.4400  0.11049E-04  0.11049E-04
    4.4500  0.10999E-04  0.11263E-04
    4.4600  0.10674E-04  0.11477E-04
    4.4700  0.10116E-04  0.11690E-04
    4.4800  0.93950E-05  0.11904E-04
    4.4900  0.85975E-05  0.12118E-04
    4.5000  0.78176E-05  0.12332E-04
    4.5100  0.71558E-05  0.12546E-04
    4.5200  0.67107E-05  0.12760E-04
    4.5300  0.65542E-05  0.12974E-04
    4.5400  0.67026E-05  0.13187E-04
    4.5500  0.71200E-05  0.13401E-04
    4.5600  0.77549E-05  0.13615E-04
    4.5700  0.85665E-05  0.13829E-04
    4.5800  0.95229E-05  0.14043E-04
    4.5900  0.10587E-04  0.14257E-04
    4.6000  0.11706E-04  0.14470E-04
    4.6100  0.12812E-04  0.14684E-04
    4.6200  0.13823E-04  0.14898E-04
    4.6300  0.14662E-04  0.15112E-04
    4.6400  0.15254E-04  0.15326E-04
    4.6500  0.15540E-04  0.15540E-04
    4.6600  0.15487E-04  0.15147E-04
    4.6700  0.15095E-04  0.14753E-04
    4.6800  0.14391E-04  0.14360E-04
    4.6900  0.13419E-04  0.13967E-04
    4.7000  0.12230E-04  0.13574E-04
    4.7100  0.10887E-04  0.13181E-04
    4.7200  0.94847E-05  0.12788E-04
    4.7300  0.81871E-05  0.12395E-04
    4.7400  0.72335E-05  0.12002E-04
    4.7500  0.68655E-05  0.11609E-04
    4.7600  0.71360E-05  0.11215E-04
    4.7700  0.78292E-05  0.10822E-04
    4.7800  0.86308E-05  0.10429E-04
    4.7900  0.92878E-05  0.10036E-04
    4.8000  0.96429E-05  0.96429E-05
    4.8100  0.96194E-05  0.98237E-05
    4.8200  0.91993E-05  0.10005E-04
    4.8300  0.84047E-05  0.10185E-04
    4.8400  0.72879E-05  0.10366E-04
    4.8500  0.59338E-05  0.10547E-04
    4.8600  0.44972E-05  0.10728E-04
    4.8700  0.33496E-05  0.10909E-04
    4.8800  0.32471E-05  0.11090E-04
    4.8900  0.43860E-05  0.11270E-04
    4.9000  0.60550E-05  0.11451E-04
    4.9100  0.77855E-05  0.11632E-04
    4.9200  0.93685E-05  0.11813E-04
    4.9300  0.10692E-04  0.11994E-04
    4.9400  0.11687E-04  0.12175E-04
    4.9500  0.12309E-04  0.12355E-04
    4.9600  0.12536E-04  0.12536E-04
    4.9700  0.12354E-04  0.12716E-04
    4.9800  0.11755E-04  0.12896E-04
    4.9900  0.10737E-04  0.13076E-04
    5.0000  0.93120E-05  0.13256E-04
    5.0100  0.75355E-05  0.13436E-04
    5.0200  0.55336E-05  0.13616E-04
    5.0300  0.36268E-05  0.13796E-04
    5.0400  0.28129E-05  0.13976E-04
    5.0500  0.40130E-05  0.14156E-04
    5.0600  0.60245E-05  0.14336E-04
    5.0700  0.80563E-05  0.14516E-04
    5.0800  0.98665E-05  0.14696E-04
    5.0900  0.11370E-04  0.14876E-04
    5.1000  0.12549E-04  0.15056E-04
    5.1100  0.13434E-04  0.15236E-04
    5.1200  0.14087E-04  0.15416E-04
    5.1300  0.14588E-04  0.15596E-04
    5.1400  0.15014E-04  0.15776E-04
    5.1500  0.15423E-04  0.15956E-04
    5.1600  0.15837E-04  0.16136E-04
    5.1700  0.16244E-04  0.16316E-04
    5.1800  0.16598E-04  0.16496E-04
    5.1900  0.16829E-04  0.16676E-04
    5.2000  0.16856E-04  0.16856E-04
    5.2100  0.16600E-04  0.16480E-04
    5.2200  0.16007E-04  0.16104E-04
    5.2300  0.15050E-04  0.15729E-04
    5.2400  0.13733E-04  0.15353E-04
    5.2500  0.12091E-04  0.14978E-04
    5.2600  0.10190E-04  0.14602E-04
    5.2700  0.81130E-05  0.14227E-04
    5.2800  0.59602E-05  0.13851E-04
    5.2900  0.38366E-05  0.13476E-04
    5.3000  0.18753E-05  0.13100E-04
    5.3100  0.82848E-06  0.12725E-04
    5.3200  0.20571E-05  0.12349E-04
    5.3300  0.34625E-05  0.11974E-04
    5.3400  0.47016E-05  0.11598E-04
