  Time(sec)     RMS      ENVELOPE
    4.1800  0.28014E-05  0.32293E-05
    4.1900  0.31099E-05  0.32914E-05
    4.2000  0.33598E-05  0.33535E-05
    4.2100  0.34156E-05  0.34156E-05
    4.2200  0.33004E-05  0.33454E-05
    4.2300  0.31397E-05  0.32753E-05
    4.2400  0.30445E-05  0.32051E-05
    4.2500  0.30400E-05  0.31350E-05
    4.2600  0.30648E-05  0.30648E-05
    4.2700  0.30076E-05  0.30915E-05
    4.2800  0.27694E-05  0.31182E-05
    4.2900  0.23217E-05  0.31449E-05
    4.3000  0.17145E-05  0.31715E-05
    4.3100  0.10518E-05  0.31982E-05
    4.3200  0.49053E-06  0.32249E-05
    4.3300  0.37791E-06  0.32516E-05
    4.3400  0.62407E-06  0.32783E-05
    4.3500  0.84502E-06  0.33049E-05
    4.3600  0.10347E-05  0.33316E-05
    4.3700  0.12533E-05  0.33583E-05
    4.3800  0.15741E-05  0.33850E-05
    4.3900  0.20249E-05  0.34117E-05
    4.4000  0.25453E-05  0.34384E-05
    4.4100  0.30257E-05  0.34650E-05
    4.4200  0.33691E-05  0.34917E-05
    4.4300  0.35184E-05  0.35184E-05
    4.4400  0.34537E-05  0.35576E-05
    4.4500  0.31852E-05  0.35969E-05
    4.4600  0.27458E-05  0.36361E-05
    4.4700  0.21800E-05  0.36754E-05
    4.4800  0.15409E-05  0.37146E-05
    4.4900  0.88917E-06  0.37539E-05
    4.5000  0.30852E-06  0.37931E-05
    4.5100  0.47392E-06  0.38324E-05
    4.5200  0.10814E-05  0.38716E-05
    4.5300  0.17355E-05  0.39108E-05
    4.5400  0.24037E-05  0.39501E-05
    4.5500  0.30407E-05  0.39893E-05
    4.5600  0.35806E-05  0.40286E-05
    4.5700  0.39527E-05  0.40678E-05
    4.5800  0.41071E-05  0.41071E-05
    4.5900  0.40260E-05  0.41341E-05
    4.6000  0.37263E-05  0.41611E-05
    4.6100  0.32744E-05  0.41882E-05
    4.6200  0.27994E-05  0.42152E-05
    4.6300  0.24642E-05  0.42423E-05
    4.6400  0.23461E-05  0.42693E-05
    4.6500  0.23346E-05  0.42963E-05
    4.6600  0.22588E-05  0.43234E-05
    4.6700  0.20465E-05  0.43504E-05
