     FRE.     REAL.    IMAG.    AMP.
   33.6585 -.11524631E-02 -.10022604E-02 0.15273170E-02
   33.7561 0.18660256E-02 0.14957208E-02 0.23914916E-02
   33.8537 0.21919340E-03 0.16055682E-02 0.16204613E-02
   33.9512 0.26457957E-02 0.13599761E-02 0.29748562E-02
   34.0488 -.16247983E-02 0.34011730E-02 0.37693430E-02
   34.1463 -.10622462E-02 -.60558057E-03 0.12227406E-02
   34.2439 0.15049390E-02 0.13198318E-02 0.20016986E-02
   34.3415 -.72192017E-03 -.10776822E-02 0.12971383E-02
   34.4390 -.24924695E-03 -.20725308E-02 0.20874646E-02
   34.5366 -.16879784E-02 -.11139163E-02 0.20223947E-02
   34.6341 -.16283272E-02 -.57445647E-03 0.17266875E-02
   34.7317 0.86043112E-03 0.11703456E-02 0.14526013E-02
   34.8293 0.42961771E-02 0.13765242E-02 0.45113144E-02
   34.9268 0.33325143E-03 -.22648631E-02 0.22892491E-02
   35.0244 -.27228319E-03 -.15397207E-02 0.15636105E-02
   35.1219 -.13278877E-03 0.77753066E-03 0.78878819E-03
   35.2195 0.90763863E-03 -.82421215E-03 0.12260234E-02
   35.3171 0.28564157E-02 0.13977753E-03 0.28598337E-02
   35.4146 0.27158391E-02 0.74381198E-04 0.27168575E-02
   35.5122 -.51347871E-03 -.41232305E-02 0.41550798E-02
   35.6098 -.24677961E-03 -.52905595E-03 0.58378110E-03
   35.7073 -.31045936E-02 -.42720148E-02 0.52809669E-02
   35.8049 -.19518244E-02 -.14465956E-02 0.24294562E-02
   35.9024 -.27743843E-02 0.36206769E-02 0.45614154E-02
   36.0000 -.34607202E-02 0.70998771E-03 0.35327987E-02
   36.0976 0.60438382E-03 0.40979008E-02 0.41422304E-02
   36.1951 0.36614230E-02 -.10400328E-02 0.38062695E-02
   36.2927 0.73526945E-03 0.97098143E-03 0.12179598E-02
   36.3902 0.77178521E-03 -.80791325E-03 0.11173076E-02
   36.4878 -.16908679E-02 0.33129228E-03 0.17230174E-02
   36.5854 -.69634692E-03 0.11616633E-02 0.13543857E-02
   36.6829 -.36072410E-02 -.13778638E-02 0.38614371E-02
   36.7805 0.45161238E-02 -.93404989E-03 0.46117050E-02
   36.8780 -.98270189E-03 0.22885762E-02 0.24906392E-02
   36.9756 -.16511818E-02 -.33994840E-03 0.16858133E-02
   37.0732 -.11167761E-02 -.36936381E-03 0.11762732E-02
   37.1707 -.24770449E-02 -.89342648E-03 0.26332419E-02
   37.2683 0.11354625E-02 0.21050761E-02 0.23917819E-02
   37.3659 0.50920118E-02 0.46523521E-03 0.51132208E-02
   37.4634 -.42282888E-02 -.37616775E-02 0.56593856E-02
   37.5610 -.47545208E-03 -.46084821E-02 0.46329433E-02
   37.6585 -.78887941E-03 -.85014856E-03 0.11597773E-02
   37.7561 0.35745769E-02 -.14797518E-02 0.38687550E-02
   37.8537 -.12461178E-02 -.11309811E-02 0.16828333E-02
   37.9512 -.14583244E-02 0.25060324E-02 0.28994668E-02
   38.0488 -.12257863E-02 -.40173614E-02 0.42002075E-02
   38.1463 -.10126161E-02 0.22845617E-02 0.24989224E-02
   38.2439 -.13076080E-02 -.91831927E-03 0.15978576E-02
   38.3415 0.14580656E-02 0.38603940E-02 0.41265721E-02
   38.4390 -.11268408E-02 0.54556555E-02 0.55708122E-02
   38.5366 0.19504268E-02 0.16300422E-02 0.25418894E-02
   38.6341 0.26253410E-03 -.10794305E-02 0.11108980E-02
   38.7317 -.26926081E-03 -.64762839E-03 0.70137286E-03
   38.8293 0.13485788E-02 -.25371399E-02 0.28732810E-02
   38.9268 -.27578594E-02 0.77641942E-03 0.28650681E-02
   39.0244 0.47764843E-03 -.22241480E-03 0.52689313E-03
   39.1219 0.29191893E-03 0.10378110E-02 0.10780855E-02
   39.2195 0.11732614E-02 0.37335740E-04 0.11738554E-02
   39.3171 -.21065101E-03 0.12948560E-02 0.13118787E-02
   39.4146 -.10218793E-02 -.14674253E-02 0.17881762E-02
   39.5122 -.22480469E-02 -.63229457E-03 0.23352755E-02
   39.6098 0.21681252E-02 0.17447623E-02 0.27829772E-02
   39.7073 -.14280406E-02 0.25845418E-03 0.14512403E-02
   39.8049 -.17571690E-02 0.14355099E-02 0.22689935E-02
   39.9024 0.15088874E-02 -.23815618E-02 0.28193223E-02
   40.0000 -.30537189E-02 -.15099822E-02 0.34066474E-02
   40.0976 -.44279485E-02 0.51283137E-05 0.44279513E-02
   40.1951 0.30863236E-02 0.30484761E-02 0.43380409E-02
   40.2927 0.28212296E-03 -.45463690E-03 0.53505896E-03
   40.3902 0.19581576E-02 0.11563704E-03 0.19615691E-02
   40.4878 -.52884770E-04 0.87227946E-03 0.87388116E-03
   40.5854 -.72420086E-03 -.22421225E-02 0.23561793E-02
   40.6829 0.14336578E-02 0.23091203E-02 0.27179793E-02
   40.7805 -.31440777E-02 0.37493247E-02 0.48931236E-02
   40.8780 0.33532787E-03 -.11977213E-02 0.12437770E-02
